Cycle Index,Chg. Cap.(Ah),DChg. Cap.(Ah),Chg.-DChg. Eff(%),Chg. Energy(Wh),DChg. Energy(Wh),Chg. Time,DChg. Time
,Step Index,Step Number,Step Type,Step Time,Capacity(Ah),Energy(Wh),Oneset Volt.(V),End Voltage(V),V1 Oneset Volt.(V),V1 End Voltage(V),T1 Oneset T(?),T1 End T(?),CPU1 Oneset T(?),CPU1 End T(?)
,,DataPoint,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Energy(Wh),Date,Power(W),V1(V),T1(?),CPU(?),Aux. Vmax(V),Aux. Vmin(V),Aux.Ave.Volt.(V),Aux. ?V(V),Aux. Tmax(?),Aux. Tmin(?),Aux.Ave.T(?),Aux. ?T(?)
,,2141,00:18:00,06:37:32,-0.47418,4.1089,0.142252907,0.59908,2026-03-06 19:14:57,-1.94833,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,2142,00:18:30,06:38:02,-0.47418,4.1050,0.146204352,0.61531,2026-03-06 19:15:27,-1.94648,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,2143,00:19:00,06:38:32,-0.47417,4.1010,0.150155783,0.63152,2026-03-06 19:15:57,-1.94456,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,2144,00:19:30,06:39:02,-0.47417,4.0971,0.154107213,0.64772,2026-03-06 19:16:27,-1.94273,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,2145,00:20:00,06:39:32,-0.47417,4.0931,0.158058643,0.66390,2026-03-06 19:16:57,-1.94083,0.0000,26.78,24.80,0.0000,0.0000,0.0000,0.0000,26.78,24.80,25.79,1.98
,,2146,00:20:30,06:40:02,-0.47417,4.0893,0.162010074,0.68007,2026-03-06 19:17:27,-1.93902,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,2147,00:21:00,06:40:32,-0.47418,4.0853,0.165961519,0.69622,2026-03-06 19:17:57,-1.93715,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,2148,00:21:30,06:41:02,-0.47417,4.0813,0.169912949,0.71235,2026-03-06 19:18:27,-1.93524,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,2149,00:22:00,06:41:32,-0.47417,4.0773,0.173864380,0.72847,2026-03-06 19:18:57,-1.93333,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,2150,00:22:30,06:42:02,-0.47417,4.0733,0.177815795,0.74458,2026-03-06 19:19:27,-1.93142,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,2151,00:23:00,06:42:32,-0.47418,4.0693,0.181767210,0.76066,2026-03-06 19:19:57,-1.92955,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2152,00:23:30,06:43:02,-0.47417,4.0652,0.185718611,0.77674,2026-03-06 19:20:27,-1.92760,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2153,00:24:00,06:43:32,-0.47417,4.0612,0.189670011,0.79279,2026-03-06 19:20:57,-1.92567,0.0000,26.68,24.80,0.0000,0.0000,0.0000,0.0000,26.68,24.80,25.74,1.88
,,2154,00:24:30,06:44:02,-0.47417,4.0572,0.193621412,0.80883,2026-03-06 19:21:27,-1.92378,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2155,00:25:00,06:44:32,-0.47417,4.0532,0.197572812,0.82485,2026-03-06 19:21:57,-1.92189,0.0000,26.68,24.80,0.0000,0.0000,0.0000,0.0000,26.68,24.80,25.74,1.88
,,2156,00:25:30,06:45:02,-0.47417,4.0490,0.201524228,0.84086,2026-03-06 19:22:27,-1.91991,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2157,00:26:00,06:45:32,-0.47417,4.0449,0.205475628,0.85685,2026-03-06 19:22:57,-1.91794,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2158,00:26:30,06:46:02,-0.47417,4.0407,0.209427029,0.87283,2026-03-06 19:23:27,-1.91598,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2159,00:27:00,06:46:32,-0.47418,4.0367,0.213378429,0.88879,2026-03-06 19:23:57,-1.91413,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2160,00:27:30,06:47:02,-0.47417,4.0325,0.217329830,0.90473,2026-03-06 19:24:27,-1.91210,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2161,00:28:00,06:47:32,-0.47417,4.0284,0.221281230,0.92065,2026-03-06 19:24:57,-1.91013,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2162,00:28:30,06:48:02,-0.47417,4.0240,0.225232631,0.93656,2026-03-06 19:25:27,-1.90806,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2163,00:29:00,06:48:32,-0.47417,4.0198,0.229184017,0.95245,2026-03-06 19:25:57,-1.90604,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2164,00:29:30,06:49:02,-0.47417,4.0154,0.233135432,0.96833,2026-03-06 19:26:27,-1.90399,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2165,00:30:00,06:49:32,-0.47417,4.0111,0.237086833,0.98419,2026-03-06 19:26:57,-1.90192,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2166,00:30:02,06:49:35,-0.47417,4.0107,0.237363428,0.98530,2026-03-06 19:26:59,-1.90174,0.0000,26.68,24.80,0.0000,0.0000,0.0000,0.0000,26.68,24.80,25.74,1.88
,,2167,00:30:30,06:50:02,-0.47417,4.0066,0.241038233,1.00003,2026-03-06 19:27:27,-1.89980,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2168,00:31:00,06:50:32,-0.47417,4.0021,0.244989634,1.01585,2026-03-06 19:27:57,-1.89768,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2169,00:31:30,06:51:02,-0.47417,3.9976,0.248941049,1.03166,2026-03-06 19:28:27,-1.89552,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2170,00:32:00,06:51:32,-0.47417,3.9930,0.252892464,1.04744,2026-03-06 19:28:57,-1.89336,0.0000,26.68,24.80,0.0000,0.0000,0.0000,0.0000,26.68,24.80,25.74,1.88
,,2171,00:32:30,06:52:02,-0.47417,3.9882,0.256843895,1.06321,2026-03-06 19:29:27,-1.89109,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2172,00:33:00,06:52:32,-0.47417,3.9834,0.260795295,1.07896,2026-03-06 19:29:57,-1.88879,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2173,00:33:30,06:53:02,-0.47417,3.9784,0.264746696,1.09469,2026-03-06 19:30:27,-1.88644,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2174,00:34:00,06:53:32,-0.47417,3.9734,0.268698126,1.11040,2026-03-06 19:30:57,-1.88405,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2175,00:34:30,06:54:02,-0.47417,3.9683,0.272649556,1.12609,2026-03-06 19:31:27,-1.88167,0.0000,26.68,24.80,0.0000,0.0000,0.0000,0.0000,26.68,24.80,25.74,1.88
,,2176,00:35:00,06:54:32,-0.47417,3.9629,0.276600957,1.14176,2026-03-06 19:31:57,-1.87909,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2177,00:35:30,06:55:02,-0.47417,3.9575,0.280552357,1.15741,2026-03-06 19:32:27,-1.87654,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2178,00:36:00,06:55:32,-0.47417,3.9519,0.284503788,1.17304,2026-03-06 19:32:57,-1.87391,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2179,00:36:30,06:56:02,-0.47417,3.9462,0.288455188,1.18864,2026-03-06 19:33:27,-1.87117,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2180,00:37:00,06:56:32,-0.47418,3.9403,0.292406619,1.20422,2026-03-06 19:33:57,-1.86840,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2181,00:37:30,06:57:02,-0.47417,3.9343,0.296358049,1.21978,2026-03-06 19:34:27,-1.86556,0.0000,26.68,24.80,0.0000,0.0000,0.0000,0.0000,26.68,24.80,25.74,1.88
,,2182,00:38:00,06:57:32,-0.47417,3.9280,0.300309479,1.23531,2026-03-06 19:34:57,-1.86254,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2183,00:38:30,06:58:02,-0.47417,3.9215,0.304260910,1.25082,2026-03-06 19:35:27,-1.85947,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2184,00:39:00,06:58:32,-0.47417,3.9149,0.308212310,1.26631,2026-03-06 19:35:57,-1.85631,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2185,00:39:18,06:58:51,-0.47417,3.9107,0.310596347,1.27563,2026-03-06 19:36:15,-1.85431,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2186,00:39:30,06:59:02,-0.47417,3.9080,0.312163740,1.28176,2026-03-06 19:36:27,-1.85307,0.0000,26.68,24.80,0.0000,0.0000,0.0000,0.0000,26.68,24.80,25.74,1.88
,,2187,00:40:00,06:59:32,-0.47417,3.9008,0.316115171,1.29719,2026-03-06 19:36:57,-1.84963,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2188,00:40:02,06:59:35,-0.47417,3.9000,0.316497147,1.29868,2026-03-06 19:36:59,-1.84925,0.0000,26.88,24.80,0.0000,0.0000,0.0000,0.0000,26.88,24.80,25.84,2.08
,5,21,Rest,00:05:00,0.00000,0.00000,3.9615,4.1516,0.0000,0.0000,26.88,26.68,24.80,25.36
,,2189,00:00:00,06:59:35,0.00000,3.9615,0.000000000,0.00000,2026-03-06 19:36:59,0.00000,0.0000,26.88,24.80,0.0000,0.0000,0.0000,0.0000,26.88,24.80,25.84,2.08
,,2190,00:00:02,06:59:37,0.00000,3.9861,0.000000000,0.00000,2026-03-06 19:37:01,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2191,00:00:04,06:59:39,0.00000,3.9974,0.000000000,0.00000,2026-03-06 19:37:03,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2192,00:00:06,06:59:41,0.00000,4.0055,0.000000000,0.00000,2026-03-06 19:37:05,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2193,00:00:08,06:59:43,0.00000,4.0120,0.000000000,0.00000,2026-03-06 19:37:07,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2194,00:00:10,06:59:45,0.00000,4.0175,0.000000000,0.00000,2026-03-06 19:37:09,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2195,00:00:12,06:59:47,0.00000,4.0223,0.000000000,0.00000,2026-03-06 19:37:11,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2196,00:00:14,06:59:49,0.00000,4.0266,0.000000000,0.00000,2026-03-06 19:37:13,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2197,00:00:16,06:59:51,0.00000,4.0303,0.000000000,0.00000,2026-03-06 19:37:15,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2198,00:00:18,06:59:53,0.00000,4.0339,0.000000000,0.00000,2026-03-06 19:37:17,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2199,00:00:20,06:59:55,0.00000,4.0372,0.000000000,0.00000,2026-03-06 19:37:19,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2200,00:00:22,06:59:57,0.00000,4.0402,0.000000000,0.00000,2026-03-06 19:37:21,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2201,00:00:24,06:59:59,0.00000,4.0431,0.000000000,0.00000,2026-03-06 19:37:23,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2202,00:00:26,07:00:01,0.00000,4.0459,0.000000000,0.00000,2026-03-06 19:37:25,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2203,00:00:28,07:00:03,0.00000,4.0484,0.000000000,0.00000,2026-03-06 19:37:27,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2204,00:00:30,07:00:05,0.00000,4.0508,0.000000000,0.00000,2026-03-06 19:37:29,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2205,00:00:32,07:00:07,0.00000,4.0531,0.000000000,0.00000,2026-03-06 19:37:31,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2206,00:00:34,07:00:09,0.00000,4.0553,0.000000000,0.00000,2026-03-06 19:37:33,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2207,00:00:36,07:00:11,0.00000,4.0575,0.000000000,0.00000,2026-03-06 19:37:35,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2208,00:00:38,07:00:13,0.00000,4.0596,0.000000000,0.00000,2026-03-06 19:37:37,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2209,00:00:39,07:00:15,0.00000,4.0615,0.000000000,0.00000,2026-03-06 19:37:39,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2210,00:00:40,07:00:15,0.00000,4.0616,0.000000000,0.00000,2026-03-06 19:37:39,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2211,00:00:42,07:00:17,0.00000,4.0635,0.000000000,0.00000,2026-03-06 19:37:41,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2212,00:00:44,07:00:19,0.00000,4.0653,0.000000000,0.00000,2026-03-06 19:37:43,0.00000,0.0000,26.68,24.80,0.0000,0.0000,0.0000,0.0000,26.68,24.80,25.74,1.88
,,2213,00:00:46,07:00:21,0.00000,4.0671,0.000000000,0.00000,2026-03-06 19:37:45,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2214,00:00:48,07:00:23,0.00000,4.0688,0.000000000,0.00000,2026-03-06 19:37:47,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2215,00:00:50,07:00:25,0.00000,4.0705,0.000000000,0.00000,2026-03-06 19:37:49,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2216,00:00:52,07:00:27,0.00000,4.0722,0.000000000,0.00000,2026-03-06 19:37:51,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2217,00:00:54,07:00:29,0.00000,4.0737,0.000000000,0.00000,2026-03-06 19:37:53,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2218,00:00:56,07:00:31,0.00000,4.0752,0.000000000,0.00000,2026-03-06 19:37:55,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2219,00:00:58,07:00:33,0.00000,4.0768,0.000000000,0.00000,2026-03-06 19:37:57,0.00000,0.0000,26.88,25.36,0.0000,0.0000,0.0000,0.0000,26.88,25.36,26.12,1.52
,,2220,00:01:00,07:00:35,0.00000,4.0782,0.000000000,0.00000,2026-03-06 19:37:59,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2221,00:01:02,07:00:37,0.00000,4.0797,0.000000000,0.00000,2026-03-06 19:38:01,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2222,00:01:04,07:00:39,0.00000,4.0811,0.000000000,0.00000,2026-03-06 19:38:03,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2223,00:01:06,07:00:41,0.00000,4.0824,0.000000000,0.00000,2026-03-06 19:38:05,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2224,00:01:08,07:00:43,0.00000,4.0838,0.000000000,0.00000,2026-03-06 19:38:07,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2225,00:01:10,07:00:45,0.00000,4.0851,0.000000000,0.00000,2026-03-06 19:38:09,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2226,00:01:12,07:00:47,0.00000,4.0864,0.000000000,0.00000,2026-03-06 19:38:11,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2227,00:01:14,07:00:49,0.00000,4.0877,0.000000000,0.00000,2026-03-06 19:38:13,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2228,00:01:16,07:00:51,0.00000,4.0889,0.000000000,0.00000,2026-03-06 19:38:15,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2229,00:01:18,07:00:53,0.00000,4.0901,0.000000000,0.00000,2026-03-06 19:38:17,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2230,00:01:20,07:00:55,0.00000,4.0912,0.000000000,0.00000,2026-03-06 19:38:19,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2231,00:01:22,07:00:57,0.00000,4.0924,0.000000000,0.00000,2026-03-06 19:38:21,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2232,00:01:24,07:00:59,0.00000,4.0935,0.000000000,0.00000,2026-03-06 19:38:23,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2233,00:01:26,07:01:01,0.00000,4.0946,0.000000000,0.00000,2026-03-06 19:38:25,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2234,00:01:28,07:01:03,0.00000,4.0957,0.000000000,0.00000,2026-03-06 19:38:27,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2235,00:01:30,07:01:05,0.00000,4.0967,0.000000000,0.00000,2026-03-06 19:38:29,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2236,00:01:32,07:01:07,0.00000,4.0978,0.000000000,0.00000,2026-03-06 19:38:31,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2237,00:01:34,07:01:09,0.00000,4.0987,0.000000000,0.00000,2026-03-06 19:38:33,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2238,00:01:36,07:01:11,0.00000,4.0998,0.000000000,0.00000,2026-03-06 19:38:35,0.00000,0.0000,26.88,24.80,0.0000,0.0000,0.0000,0.0000,26.88,24.80,25.84,2.08
,,2239,00:01:38,07:01:13,0.00000,4.1008,0.000000000,0.00000,2026-03-06 19:38:37,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2240,00:01:40,07:01:15,0.00000,4.1018,0.000000000,0.00000,2026-03-06 19:38:39,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2241,00:01:42,07:01:17,0.00000,4.1027,0.000000000,0.00000,2026-03-06 19:38:41,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2242,00:01:44,07:01:19,0.00000,4.1036,0.000000000,0.00000,2026-03-06 19:38:43,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2243,00:01:46,07:01:21,0.00000,4.1045,0.000000000,0.00000,2026-03-06 19:38:45,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2244,00:01:48,07:01:23,0.00000,4.1055,0.000000000,0.00000,2026-03-06 19:38:47,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2245,00:01:50,07:01:25,0.00000,4.1063,0.000000000,0.00000,2026-03-06 19:38:49,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2246,00:01:52,07:01:27,0.00000,4.1073,0.000000000,0.00000,2026-03-06 19:38:51,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2247,00:01:54,07:01:29,0.00000,4.1081,0.000000000,0.00000,2026-03-06 19:38:53,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2248,00:01:56,07:01:31,0.00000,4.1089,0.000000000,0.00000,2026-03-06 19:38:55,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2249,00:01:58,07:01:33,0.00000,4.1097,0.000000000,0.00000,2026-03-06 19:38:57,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2250,00:02:00,07:01:35,0.00000,4.1105,0.000000000,0.00000,2026-03-06 19:38:59,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2251,00:02:02,07:01:37,0.00000,4.1113,0.000000000,0.00000,2026-03-06 19:39:01,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2252,00:02:04,07:01:39,0.00000,4.1122,0.000000000,0.00000,2026-03-06 19:39:03,0.00000,0.0000,26.88,25.17,0.0000,0.0000,0.0000,0.0000,26.88,25.17,26.02,1.71
,,2253,00:02:06,07:01:41,0.00000,4.1129,0.000000000,0.00000,2026-03-06 19:39:05,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2254,00:02:08,07:01:43,0.00000,4.1136,0.000000000,0.00000,2026-03-06 19:39:07,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2255,00:02:10,07:01:45,0.00000,4.1144,0.000000000,0.00000,2026-03-06 19:39:09,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2256,00:02:12,07:01:47,0.00000,4.1152,0.000000000,0.00000,2026-03-06 19:39:11,0.00000,0.0000,26.88,24.98,0.0000,0.0000,0.0000,0.0000,26.88,24.98,25.93,1.90
,,2257,00:02:14,07:01:49,0.00000,4.1159,0.000000000,0.00000,2026-03-06 19:39:13,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2258,00:02:16,07:01:51,0.00000,4.1166,0.000000000,0.00000,2026-03-06 19:39:15,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2259,00:02:18,07:01:53,0.00000,4.1173,0.000000000,0.00000,2026-03-06 19:39:17,0.00000,0.0000,26.68,25.36,0.0000,0.0000,0.0000,0.0000,26.68,25.36,26.02,1.32
,,2260,00:02:20,07:01:55,0.00000,4.1180,0.000000000,0.00000,2026-03-06 19:39:19,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2261,00:02:22,07:01:57,0.00000,4.1186,0.000000000,0.00000,2026-03-06 19:39:21,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2262,00:02:24,07:01:59,0.00000,4.1193,0.000000000,0.00000,2026-03-06 19:39:23,0.00000,0.0000,26.68,24.80,0.0000,0.0000,0.0000,0.0000,26.68,24.80,25.74,1.88
,,2263,00:02:26,07:02:01,0.00000,4.1200,0.000000000,0.00000,2026-03-06 19:39:25,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2264,00:02:28,07:02:03,0.00000,4.1206,0.000000000,0.00000,2026-03-06 19:39:27,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2265,00:02:30,07:02:05,0.00000,4.1212,0.000000000,0.00000,2026-03-06 19:39:29,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2266,00:02:32,07:02:07,0.00000,4.1219,0.000000000,0.00000,2026-03-06 19:39:31,0.00000,0.0000,26.68,25.17,0.0000,0.0000,0.0000,0.0000,26.68,25.17,25.93,1.51
,,2267,00:02:34,07:02:09,0.00000,4.1226,0.000000000,0.00000,2026-03-06 19:39:33,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
,,2268,00:02:36,07:02:11,0.00000,4.1231,0.000000000,0.00000,2026-03-06 19:39:35,0.00000,0.0000,26.68,24.98,0.0000,0.0000,0.0000,0.0000,26.68,24.98,25.83,1.70
